CLONE	CBSD3S	CBSD3S.ebv	CBSD3S.wt	CBSD6S	CBSD6S.ebv	CBSD6S.wt	CBSDRS	CBSDRS.ebv	CBSDRS.wt
Ug120239	0.734878118	0.503482804	8.952229873	0.333702942	0.255201305	5.503977825	0.233983512	0.183623989	5.166222613
Ug120240	0.87057199	0.559526754	7.637617394	0.800196001	0.55861026	4.213254231	0.188790503	0.13637243	3.991699162
Ug120242	-0.104750062	-0.071651981	8.914965885	-0.091663943	-0.064031111	4.220571371	1.264685665	0.957980135	4.601779342
Ug120244	0.883162838	0.601123175	8.801263951	1.015821234	0.74518508	4.84360164	0.260424407	0.197167259	4.594438284
Ug120245	1.096058626	0.747245926	8.838377236	1.065356468	0.81275654	5.461272229	-0.109731715	-0.086076114	5.158388384
Ug120246	0.004390579	0.002997425	8.869894825	0.842747491	0.587869736	4.204684645	1.107392558	0.799728951	3.988936735
Ug120247	0.456429727	0.326125582	10.02812843	0.725597914	0.532490161	4.84914421	-0.351540645	-0.275724998	5.156373702
Ug120248	-0.238846643	-0.163097316	8.875256617	-0.797106591	-0.585536834	4.863063689	-0.308004535	-0.233270551	4.599413136
Ug120249	-0.343517437	-0.179198811	4.926013633	-0.425268807	-0.247436169	2.740265585	0.74296256	0.452938436	2.611688317
Ug120250	-0.160842281	-0.083624037	4.895039462	-0.346863133	-0.201827466	2.740563252	1.571657205	0.801872518	1.824062593
Ug120251	0.006037568	0.004327427	10.1165347	-0.633854458	-0.484409553	5.491815615	-0.869838528	-0.68255487	5.164391153
Ug120252	-0.08660255	-0.044918938	4.873247242	-0.125206752	-0.07267749	2.726706912	-0.41084127	-0.250348524	2.609008575
Ug120253	0.588634655	0.420551209	10.02567806	1.001564296	0.764117865	5.461914053	0.559829632	0.439112014	5.157134434
Ug120254	-0.626445181	-0.40297343	7.653377566	-0.87478322	-0.568683761	3.514962503	-0.564408953	-0.344219052	2.613938483
Ug120255	-0.041935897	-0.028660961	8.895288988	-0.156573766	-0.114989924	4.859859249	1.696637025	1.146252333	3.332660702
Ug120256	-0.452323481	-0.235182504	4.895568439	-0.479052398	-0.278176878	2.728888399	0.396277706	0.201910975	1.819510457
Ug120257	0.215025359	0.138295248	7.650207656	0.397129776	0.277176502	4.210943643	-0.441604464	-0.298262044	3.330180535
Ug120258	1.054215208	0.549411497	4.917091174	0.696429014	0.405286752	2.741403737	0.245536449	0.149626734	2.609304633
Ug120259	1.428029013	0.385166571	1.784313864	0.524737578	0.253002663	1.910887907	-1.420998711	-0.725191811	1.824930424
Ug120260	0.637414445	0.452833045	9.868847846	0.919813615	0.701603552	5.458321142	-0.319949788	-0.242234785	4.594490342
Ug120262	0.795990079	0.541707093	8.797822163	0.67102889	0.511532076	5.447903107	0.242372891	0.183520998	4.596052677
Ug120263	0.274876377	0.143060364	4.904606878	0.246307956	0.143100357	2.731842687	0.513023115	0.312697202	2.610553656
Ug120264	-0.137242421	-0.098227331	10.07573359	0.493789284	0.377111983	5.479909635	0.553011488	0.433851487	5.160669803
Ug120266	-0.389137545	-0.265808567	8.882587205	0.192259631	0.141161851	4.856179724	0.0939352	0.07112949	4.59670431
Ug120267	-0.2543122	-0.163103126	7.599344664	-0.754684222	-0.553693805	4.845490589	-0.943959345	-0.681618889	3.987549318
Ug120269	-0.341086637	-0.200177524	6.231425362	-0.043450433	-0.028115002	3.475785407	-1.396127374	-0.850475333	2.607223005
Ug120270	0.119079284	0.081390666	8.897076494	-0.151913189	-0.111594636	4.863394848	-0.949450232	-0.685819574	3.991468911
Ug120271	-0.511187989	-0.265964469	4.901656806	0.210123545	0.12210154	2.732952389	0.206703335	0.125970156	2.609663394
Ug120272	0.116317201	0.079646824	8.939083143	0.379291666	0.278892698	4.877174722	0.892575335	0.644875591	3.993923099
Ug120273	0.011531762	0.006766896	6.229698081	0.838961939	0.542466796	3.469793397	1.774842858	1.081103099	2.606831361
Ug120276	-0.049292268	-0.029050917	6.287474198	-0.541850246	-0.351318313	3.492665326	-1.185430321	-0.722161098	2.607507132
Ug120277	0.056542047	0.033222072	6.246799247	0.246927401	0.159918604	3.483188677	2.137467514	1.443248999	3.327780771
Ug120278	0.642455338	0.458956072	10.02277648	-0.109915555	-0.083888749	5.468464094	2.418384867	1.897163998	5.159559068
Ug120279	0.248354323	0.158416219	7.502359015	0.866298737	0.602854527	4.177803815	-0.675141211	-0.455801757	3.32660205
Ug120280	0.208909695	0.142788474	8.896872572	0.25811858	0.18965468	4.86658413	-0.356443586	-0.269940578	4.598567181
Ug120282	0.313838744	0.183726002	6.198515274	0.816833415	0.529940267	3.49792227	1.187309484	0.605682783	1.823548496
Ug120283	0.023291801	0.016515944	9.81765529	0.344990212	0.262797465	5.435250464	0.740888773	0.560842278	4.592268205
Ug120284	0.029738126	0.021217916	9.988034545	-0.406432451	-0.29846163	4.858517537	0.807213683	0.611154143	4.594741528
Ug120285	-0.280041911	-0.145532736	4.890948335	-0.281625619	-0.163566141	2.729984333	0.104950912	0.053486779	1.820284062
Ug120287	-0.528202839	-0.3601476	8.841012285	-0.603945959	-0.443130431	4.84644659	0.107101405	0.081086183	4.594390952
Ug120288	0.189272894	0.129168419	8.861501505	-0.051301785	-0.035796464	4.207912624	0.292711036	0.22165772	4.597449949
Ug120289	0.338998009	0.231727536	8.899318419	0.798854605	0.587126923	4.870555288	-0.416080422	-0.315137162	4.600062967
Ug120290	-0.261593984	-0.178698432	8.884028908	-0.346217931	-0.254060406	4.848219233	0.931476288	0.671500923	3.968910147
Ug120291	-0.495646949	-0.336668382	8.754761291	-0.438120785	-0.333179874	5.406344015	0.063900313	0.05005198	5.132956061
Ug120292	0.072225946	0.049220099	8.82887808	0.042962373	0.032779247	5.463085888	1.467462879	1.111230558	4.597226777
Ug120293	-0.443180305	-0.316538902	10.01750855	-0.630379154	-0.480929516	5.461836566	0.07788788	0.058986885	4.598840244
Ug120294	1.698080646	0.457655012	1.782515619	1.093050118	0.527426249	1.913523505	-0.575924871	-0.294005153	1.825940364
Ug120295	0.059613468	0.035221912	6.321140345	-0.196262659	-0.127503801	3.509411607	1.612650665	1.089493288	3.332523014
Ug120296	-0.219698675	-0.149624586	8.814505939	-0.394203523	-0.289248184	4.846993536	-0.270899728	-0.195669465	3.990860042
Ug120297	-0.222579134	-0.159366555	10.08674633	-0.10671133	-0.078459567	4.876229646	-0.960061626	-0.727096302	4.599081173
Ug120298	-0.208782767	-0.149265666	10.04460348	-0.089530982	-0.068360486	5.476002407	-0.938259859	-0.736082369	5.160521901
Ug120299	-0.552519902	-0.353668786	7.564445647	-0.120606584	-0.084002751	4.187543844	-0.462896179	-0.33425069	3.987559547
Ug120300	-0.500189444	-0.342210869	8.919526746	-0.697689913	-0.512846698	4.872572355	-0.368620189	-0.289190326	5.160577041
Ug120301	-0.266862963	-0.18243849	8.901857477	-0.635246284	-0.443403033	4.211792978	-0.696913437	-0.470851278	3.332927423
Ug120303	-0.204693965	-0.131509148	7.630728924	-0.122433861	-0.085362085	4.198963882	-1.086867066	-0.784909593	3.988988955
Ug120304	-0.565046734	-0.237201808	3.379970147	0.02740522	0.013174168	1.900875137	0.724671066	0.369639952	1.823212339
Ug120305	-0.672710964	-0.459128448	8.86349979	-0.268071844	-0.196959339	4.865958303	0.780696611	0.591282682	4.599747826
Ug120306	-0.439219322	-0.314440122	10.08307573	-0.331065891	-0.252816348	5.47837821	0.68287919	0.535739003	5.160768844
Ug120307	-0.398187241	-0.233366541	6.213238488	0.184077705	0.088186294	1.889429872	-0.469103869	-0.316619839	3.324411656
Ug120308	-0.112253405	-0.047439653	3.416621056	-0.456730514	-0.220388727	1.913583355	-1.156634726	-0.590454719	1.825950189
Ug130001	-0.338669814	-0.216775235	7.563803546	-0.189818655	-0.132153181	4.182799703	-0.740205588	-0.53439173	3.985427218
Ug130002	-0.227574829	-0.155485025	8.887819437	0.009630054	0.007076425	4.867936304	-0.966239453	-0.731828398	4.600134636
Ug130003	-0.591194588	-0.404167148	8.901985093	-0.8215376	-0.573301171	4.209156122	-0.275652381	-0.186185616	3.330568596
Ug130004	0.381710233	0.244027539	7.542154907	0.85687825	0.595995116	4.172114275	-0.957607901	-0.646256677	3.323402068
Ug130005	-0.247466226	-0.168165512	8.764682018	-0.137496718	-0.100697112	4.819992807	-0.528998	-0.38183986	3.983328447
Ug130006	0.778424859	0.530249404	8.819120642	0.924077761	0.677890801	4.843744697	-1.024732923	-0.775859511	4.595078721
Ug130007	-0.215722171	-0.146968501	8.822585062	-0.885038045	-0.648797902	4.833791826	-0.551614231	-0.417654002	4.595370539
Ug130008	0.011461877	0.006704502	6.187871936	0.287552514	0.199658599	4.152852638	-1.017522315	-0.733256411	3.964675285
Ug130009	0.914426711	0.622119744	8.790937105	0.23541131	0.172639821	4.839232441	-0.69065804	-0.522818345	4.592268691
Ug130010	-0.17338562	-0.101342633	6.177904769	0.174269505	0.112497956	3.456310996	-1.078449488	-0.727779618	3.32306603
Ug130011	1.083207747	0.738575606	8.84119189	0.305716206	0.22449647	4.858218155	-0.976692996	-0.739558854	4.596482888
Ug130012	-0.761232936	-0.392362598	4.816312064	-0.059373076	-0.034268869	2.694631376	0.045307929	0.02308364	1.819276811
Ug130013	0.173461265	0.101997188	6.256900816	0.022246396	0.014404284	3.481311349	0.133217314	0.089950005	3.32775691
Ug130015	-0.452949572	-0.188857009	3.343340918	0.006127445	0.002933217	1.886869376	-0.94992975	-0.484012216	1.819545657
Ug130017	-0.556163706	-0.356929914	7.611163472	-0.75101136	-0.550698478	4.837715926	-0.749076855	-0.540765856	3.984785759
Ug130018	-0.515580626	-0.3297007	7.54699325	-0.376160923	-0.275997688	4.846389794	-0.903869933	-0.684354815	4.595177967
Ug130019	-0.233598567	-0.150603085	7.694160708	-0.443986717	-0.310345203	4.227977302	0.295613959	0.213575894	3.99382422
Ug130020	-0.563872489	-0.385097179	8.878532092	-0.152872325	-0.112273599	4.860122851	-0.294059573	-0.222662265	4.596371032
Ug130021	0.146593873	0.086248832	6.264610982	-0.398009311	-0.258377783	3.503125787	-1.277831733	-0.863067298	3.330306812
Ug130022	-0.571935137	-0.367015097	7.609373442	-0.802199244	-0.559223623	4.197401706	1.074965588	0.776212875	3.987495646
Ug130023	-0.412396035	-0.24061888	6.155042517	-0.041074892	-0.026507911	3.453954045	0.644469187	0.434745637	3.319814073
Ug130024	-0.566888806	-0.3597466	7.41279929	-0.333163736	-0.244519912	4.850491054	0.678189156	0.489776775	3.989097526
Ug130025	-0.531120177	-0.36182474	8.821323509	-0.942674921	-0.69153085	4.843691643	-0.434557405	-0.328982391	4.593521498
Ug130026	-0.321765927	-0.206610033	7.620759129	-0.527666055	-0.387186481	4.84735135	0.17184774	0.124073768	3.986181283
Ug130027	-0.783145794	-0.323938062	3.3010293	-1.079718717	-0.624775261	2.708930107	0.239555393	0.121961465	1.816854485
Ug130028	-0.319311658	-0.203986403	7.52914281	0.058859736	0.040943491	4.173218425	0.839314244	0.566336732	3.322092985
Ug130029	-0.567937622	-0.388211188	8.898621437	-0.551864143	-0.40556606	4.869401818	-0.957390681	-0.724991448	4.597447354
Ug130030	-0.049661812	-0.033859722	8.840012934	0.168542343	0.123721936	4.853163037	-0.934220477	-0.707308101	4.59464206
Ug130031	-0.615740615	-0.419307081	8.812349756	-0.975046085	-0.564148054	2.708341311	-0.675397348	-0.343813753	1.816446973
Ug130032	0.041690545	0.02652174	7.455402021	-0.391598247	-0.272001869	4.156942414	0.018114715	0.01307226	3.980501853
Ug130033	-0.595587519	-0.348939256	6.208790147	-0.325935877	-0.225495883	4.113280285	-0.224697433	-0.161784273	3.954986503
Ug130034	-0.069320673	-0.041055912	6.353732489	0.315926946	0.220824478	4.227596308	0.357222824	0.258116632	3.995125886
Ug130035	0.275698603	0.174082926	7.326935742	0.19794962	0.137370312	4.146928893	0.02032445	0.01371095	3.320119413
Ug130036	0.196695938	0.082132856	3.351218737	0.269360092	0.155968394	2.712710806	0.832593048	0.424330069	1.82036767
Ug130037	-0.404847191	-0.238024082	6.255189861	-0.420619989	-0.292762623	4.179886627	0.15663877	0.105751229	3.32669546
Ug130038	-0.104215751	-0.071193411	8.884743318	-0.783660717	-0.575793209	4.866391085	0.01692202	0.011425838	3.327665922
Ug130039	-0.848463986	-0.340969456	3.153873643	-0.320306551	-0.152412686	1.867099474	-1.331599246	-0.455046889	0.954195478
Ug130040	-0.303105502	-0.175458398	6.053816958	-0.427402153	-0.274941037	3.427623638	-0.988772734	-0.601537849	2.599662526
Ug130042	-0.118602404	-0.069633029	6.236634782	0.274208275	0.177247281	3.467274636	1.172159212	0.791129432	3.324252309
Ug130043	-0.503465775	-0.340677526	8.669528123	-0.598299788	-0.437938067	4.812486937	-0.563048335	-0.426182973	4.591030464
Ug130045	-0.057600307	-0.03895722	8.658798648	-0.039056504	-0.027120228	4.153594924	-0.543357038	-0.392093663	3.980118362
Ug130046	-0.438849115	-0.280391925	7.531747028	-0.421977768	-0.293578331	4.174962926	0.186807119	0.134848285	3.983977022
Ug130047	-0.053479866	-0.036353707	8.771825658	0.313660913	0.229851037	4.828515616	0.412316871	0.297654632	3.984750542
Ug130048	-0.52498381	-0.137123635	1.710601874	-0.316423286	-0.099359373	0.981976919	-1.362053398	-0.465315742	0.953786286
Ug130049	-0.548600154	-0.22955979	3.362598307	0.262869731	0.126241241	1.897567882	-1.457021533	-0.742560391	1.820327264
Ug130050	-0.473679526	-0.301833752	7.484355424	-0.750839593	-0.522382512	4.175143914	0.988318303	0.748181084	4.593003334
Ug130051	-0.107424474	-0.073202579	8.827505926	-0.452560403	-0.332063911	4.846828729	-0.615398867	-0.465894389	4.59369709
Ug130052	-0.71344978	-0.418532974	6.22582319	-0.293137827	-0.18977236	3.479949173	-0.422286039	-0.285080824	3.326209829
Ug130053	0.086942868	0.044831998	4.820122692	-0.319615425	-0.185160832	2.715557165	-1.103741171	-0.672155896	2.605444405
Ug130054	-0.326536808	-0.169174982	4.862850351	-0.787445663	-0.456600366	2.720715507	1.170100555	0.712698346	2.606504033
Ug130055	-0.570379424	-0.150326429	1.730857154	-0.571616924	-0.273683728	1.887473361	0.48151962	0.245280952	1.818656091
Ug130056	-0.841629068	-0.536202176	7.481312072	-0.765635238	-0.532286029	4.166971377	-0.460289211	-0.310596992	3.322410777
Ug130057	-0.138609307	-0.088692318	7.558073125	-0.853263684	-0.59362752	4.174868782	0.54739623	0.369412143	3.323246974
Ug130058	-0.611575378	-0.39177042	7.578141248	-0.592130273	-0.412557885	4.191296804	-0.898634059	-0.648831889	3.986526408
Ug130059	-0.181072933	-0.12351973	8.85171935	-0.128551494	-0.094355093	4.851534573	0.414619785	0.313921629	4.595039463
Ug130060	-0.579152512	-0.299351998	4.841629012	-0.973513385	-0.563991531	2.715678174	0.394034923	0.240026041	2.607049835
Ug130061	-0.569330584	-0.333969235	6.225084566	-0.533510162	-0.345127606	3.473735652	-0.675405781	-0.455896419	3.325041575
Ug130062	0.055981137	0.03582634	7.560828147	-0.233629168	-0.162619705	4.180411844	0.876551418	0.591727731	3.325882836
Ug130063	-0.63247112	-0.428875736	8.716561801	-0.976996827	-0.715754639	4.824761296	0.495397907	0.334428663	3.325976481
Ug130064	-0.613272116	-0.155924723	1.651618319	-1.21593345	-0.376818006	0.964163046	2.281303301	0.777678963	0.950823145
Ug130065	-0.667690688	-0.454927774	8.824562528	-0.61916267	-0.431881975	4.204078082	0.007025844	0.004744648	3.329026677
Ug130066	-0.013959814	-0.008925043	7.543205149	-0.348646272	-0.242730485	4.182814377	-0.824069918	-0.556103185	3.32289535
Ug130067	0.163725406	0.110426203	8.597643023	0.204495376	0.142112159	4.162478865	0.17323739	0.088185019	1.816364269
Ug130068	0.50441451	0.340448342	8.613160439	0.465363996	0.338759518	4.735735513	-1.019029229	-0.767680853	4.523678016
Ug130069	-0.645451873	-0.330806228	4.765810977	-0.972572711	-0.561169822	2.692850506	2.086684584	1.06189715	1.815380309
Ug130070	-0.319954868	-0.218824295	8.91138388	-0.496596312	-0.346471043	4.206761751	-0.372065924	-0.268773256	3.99221723
Ug130071	-0.234937545	-0.151159641	7.657149347	-0.192063094	-0.134081103	4.21354453	-0.28518798	-0.192595658	3.329217493
Ug130073	-0.534046315	-0.362585434	8.744477704	-0.171551811	-0.119279435	4.168179352	0.374593017	0.283542556	4.591300994
Ug130074	-0.654424121	-0.441756443	8.616189602	-0.586228317	-0.407345009	4.16114507	0.315056531	0.227396912	3.982512987
Ug130075	0.370154091	0.15197145	3.262116033	0.265528465	0.126243855	1.864424355	-0.975223268	-0.496322902	1.815647285
Ug130076	-0.422128937	-0.248044388	6.247687562	-0.235625429	-0.15263348	3.485072702	0.611951088	0.413204297	3.327905316
Ug130077	0.149791112	0.102209651	8.858220135	0.080948671	0.059468703	4.864416277	-0.094626452	-0.071668337	4.599811198
Ug130078	-0.110836733	-0.075235007	8.739552675	0.02674821	0.019584828	4.816750714	-0.647674241	-0.490189172	4.589594021
Ug130079	-0.784562825	-0.326098993	3.32662148	-0.329740951	-0.157839688	1.886705539	2.580053835	1.314659542	1.819698074
Ug130080	0.045198909	0.029038938	7.630806141	0.672530364	0.493788491	4.856173963	1.093224056	0.827785484	4.596282165
Ug130081	-0.145919404	-0.092806289	7.451384821	0.718391803	0.49916799	4.160882983	-1.027405901	-0.693457937	3.32458636
Ug130082	-0.016470684	-0.011232528	8.845549688	-0.179676979	-0.131900732	4.853725751	-0.858694685	-0.650164412	4.59547796
Ug130083	0.346693294	0.221321644	7.516597053	0.46204769	0.338700402	4.833183811	-0.962275669	-0.728504274	4.593757226
Ug130085	-0.003820608	-0.002606872	8.857238529	-1.001327435	-0.699335227	4.218394489	-0.317272718	-0.229193744	3.992319029
Ug130086	0.703719538	0.480418693	8.869565918	0.930907877	0.683876494	4.86415933	-0.546945653	-0.414202978	4.598290279
Ug130087	0.077513414	0.052779968	8.810141573	-0.971271558	-0.7132078	4.85770219	-0.914250765	-0.692331976	4.597625876
Ug130088	0.458166323	0.312560792	8.853226178	-0.012882466	-0.009461132	4.859969082	-0.694380204	-0.525874124	4.598803342
Ug130089	0.209419151	0.134188803	7.583015762	0.514704166	0.3773633	4.835574616	-0.776775648	-0.587387776	4.577100919
Ug130090	0.05851963	0.03412725	6.148616011	-0.31214595	-0.180539181	2.706336194	0.342240292	0.174235941	1.816776716
Ug130091	0.096172811	0.061667728	7.59564386	0.721912884	0.529868854	4.851382529	-0.964602332	-0.730331946	4.595065145
Ug130092	0.163878114	0.105093516	7.597684365	0.443211345	0.308912167	4.195350343	-0.390999655	-0.199262783	1.820203435
Ug130093	0.666551219	0.453836847	8.80877774	0.533919096	0.391687101	4.844158129	-0.783810385	-0.593404124	4.593987879
Ug130094	0.245669482	0.166349295	8.684672807	-0.749166777	-0.549385789	4.838749344	0.412715993	0.298046767	3.988724172
Ug130095	0.414258687	0.171078695	3.292627849	0.525997127	0.251193749	1.878959517	0.422530954	0.215211567	1.818325523
Ug130096	1.250369305	0.649210463	4.882697548	0.202700467	0.117866403	2.736767103	-0.580540529	-0.353877516	2.610997976
Ug130097	-0.545724382	-0.350544086	7.627329151	-0.475120588	-0.348585147	4.845511446	-0.090616444	-0.068601757	4.593611856
Ug130098	-0.412434522	-0.264394153	7.591146396	-0.638024952	-0.467679372	4.832583462	-0.644287063	-0.487688664	4.59145612
Ug130099	1.238007584	0.84187225	8.780390749	0.828819413	0.608139715	4.846773735	-1.023276598	-0.774732547	4.594625763
Ug130100	-0.307336518	-0.197479035	7.633058302	-0.553926275	-0.385837636	4.188322451	0.168119027	0.113476193	3.324777909
Ug130101	-0.057805994	-0.034091656	6.296554013	-0.700319763	-0.487973212	4.192124307	-0.680145701	-0.459237236	3.327651765
Ug130102	0.195595429	0.126138146	7.699399123	0.673857839	0.495653051	4.88201483	-0.909984637	-0.657416049	3.993270703
Ug130103	0.471637257	0.319584265	8.700440681	1.231685584	0.902794857	4.831885939	-0.743760047	-0.563006064	4.592019244
Ug130104	-0.030118477	-0.020348746	8.635486337	-0.514223252	-0.376971578	4.834099334	-0.13597054	-0.0981564	3.984547745
Ug130105	0.466914719	0.298070254	7.516703913	0.444616031	0.326696186	4.867068835	-1.010639104	-0.765347214	4.598069684
Ug130106	-0.322130055	-0.227846139	9.749944483	-1.071243146	-0.813631837	5.384915899	-0.289662666	-0.226635337	5.113663005
Ug130107	0.081677004	0.052487531	7.635122229	0.075047445	0.055093912	4.854151813	-0.964683163	-0.730461547	4.596416174
Ug130108	1.098199974	0.564545135	4.792551684	0.224533659	0.14496107	3.457198141	-0.772218682	-0.470024446	2.602491598
Ug130109	0.53324154	0.269248856	4.636438979	0.307519264	0.198355499	3.449648558	-1.210026147	-0.736726544	2.604234053
Ug130110	0.083199508	0.052830636	7.423408386	-0.352410685	-0.228089802	3.477947703	-0.733646973	-0.250440547	0.952721224
Ug130111	0.133353622	0.085996284	7.698855138	0.3524774	0.259180721	4.877426242	0.096274781	0.069541121	3.991245028
Ug130113	-0.738161778	-0.429742075	6.126525972	-0.421173543	-0.292267703	4.146459194	0.923346242	0.622831011	3.319280401
Ug130114	-0.540755394	-0.343704157	7.440145487	-0.859661501	-0.597961319	4.172680223	0.543402524	0.185485477	0.952628598
Ug130115	-0.75367631	-0.190053107	1.634119728	-1.229664465	-0.385913118	0.981228774	-0.618841555	-0.211491616	0.954294098
Ug130116	1.137520678	0.728269215	7.567892021	1.066152217	0.782856253	4.857286566	-0.860803084	-0.651845128	4.597345052
Ug130117	0.356087524	0.241787365	8.746829201	1.068576108	0.784306651	4.851278504	-0.909235408	-0.688508871	4.597098775
Ug130118	0.236180116	0.150873779	7.52848996	0.364592857	0.253912528	4.186342013	-1.083438655	-0.782256831	3.986414377
Ug130119	-0.178700061	-0.113166689	7.37692115	0.040019901	0.025796112	3.444094801	0.537240268	0.327026443	2.602944485
Ug130120	0.29946759	0.175786001	6.233976144	0.703033638	0.456025904	3.496373965	-0.650279378	-0.469743095	3.992066614
Ug130121	-0.585615806	-0.372276962	7.442926282	-1.022930372	-0.711151026	4.16678202	0.078661621	0.0567757	3.982605331
Ug130122	0.310047584	0.209537595	8.642032749	0.007579778	0.005551356	4.820577472	-0.141821078	-0.10734211	4.590331876
Ug130123	0.287107843	0.194459505	8.690531283	0.577983624	0.423833384	4.838117518	-0.952317793	-0.720980575	4.594058192
Ug130124	0.262732544	0.179321679	8.86419975	0.69627765	0.511492826	4.863700586	-0.825755327	-0.625400543	4.599548378
Ug130125	0.314563316	0.200660187	7.503381892	0.228749309	0.159032807	4.167068253	-0.028451907	-0.019197377	3.321710554
Ug130126	0.014976042	0.010196252	8.807588326	0.109019855	0.079993048	4.846878719	-1.125707527	-0.812701493	3.985377912
COLICANANA	-0.168214526	-0.128980023	6.347272134	-0.372230961	-0.305369434	6.107256941	-0.648452319	-0.320584134	1.838526498
EYOPE	-0.020730244	-0.018023995	10.25599874	-0.248688917	-0.219602473	8.379968754	-0.639915691	-0.21046455	0.964335801
KALAWE	0.517773897	0.450208147	10.25888245	0.617069369	0.516384119	6.603562188	-0.477514449	-0.236320318	1.841967603
KIBANDAMENO	-0.159596163	-0.137297293	9.776600398	-0.340548599	-0.301532612	8.49168747	1.366565985	0.675607689	1.838526498
MKUMBA	-0.198903754	-0.170705948	9.674461083	-0.607798675	-0.532693032	8.08294279	-0.648452319	-0.320584134	1.838526498
NASE14	0.001628459	0.001621822	24.64645551	0.001488884	0.001483404	18.7852645	-3.93E-11	-3.82E-11	16.11097211
OPN19	0.884334559	0.8023058	12.68538061	0.488623787	0.453708395	11.00800211	-0.666905521	-0.330256751	1.84405592
ORERA	0.03006087	0.02565563	9.442199593	-0.35972993	-0.316381498	8.218646185	-0.395445537	-0.195501752	1.838526498
SAGONJA	0.026079212	0.021904866	8.829313165	0.390448361	0.330824366	6.951209653	-0.670692699	-0.398919489	2.642036475
SAUTI	0.290444126	0.240964554	8.402143503	0.406106074	0.340000292	6.615958395	0.285378638	0.169752788	2.642478757
SHIBE	-0.154680322	-0.121931425	6.960431185	-0.4229724	-0.369063621	7.916181533	-0.561897367	-0.277792793	1.838526498
TAJIRIKA	-0.203574413	-0.179309191	10.90192242	0.175331168	0.159045942	9.624469571	-0.554220895	-0.274339824	1.842666898
TME14	0.286821579	0.285711378	24.69547124	0.876990815	0.874231429	18.8832511	2.35E-10	2.29E-10	16.34167407
TME204	0.853201368	0.849436672	24.56629775	1.126057381	1.121963626	18.79354597	8.05E-11	7.83E-11	16.11074069
UG14__1396	0.200322096	0.155455329	6.601665508	0.575673037	0.519792258	9.387331137	NA	NA	NA
UG14__2072	0.376903969	0.262810428	4.803163665	-0.210108479	-0.182624958	7.776418309	NA	NA	NA
UG14_0003	-0.213341877	-0.181699898	9.358241454	-0.760960853	-0.668276408	8.160848218	0.358164102	0.177353925	1.843836522
UG14_0007	-0.314130809	-0.249690986	7.164654885	0.0963464	0.082084855	7.115937576	1.611663613	0.798303671	1.84487071
UG14_0014	-0.37256424	-0.31744588	9.375801483	0.555222243	0.478177188	7.459825025	-0.690673152	-0.411111305	2.646298727
UG14_0019	0.545494865	0.454517252	8.547042672	0.662900755	0.576804559	7.814713915	-1.113650482	-0.551467614	1.843931159
UG14_0021	-0.094378289	-0.084988312	12.18852281	0.106845173	0.097665505	10.04133458	2.110808066	1.256722041	2.64765945
UG14_0023	-0.43329422	-0.287360054	4.220665383	0.019609342	0.013349029	3.42359461	-0.774163717	-0.383376154	1.844093389
UG14_0030	0.551749152	0.509875752	14.08654183	0.69646046	0.6621371	12.82904891	-0.300427654	-0.213378044	4.063616219
UG14_0032	-0.076823586	-0.069183975	12.19205155	1.21482045	1.110127267	10.02497943	2.684826218	1.598358543	2.647233155
UG14_0033	-0.165154503	-0.143238253	10.14012239	-0.08777193	-0.077145306	8.193238663	2.8339606	0.932326113	0.964707583
UG14_0034	0.623248588	0.565775647	12.72683176	0.303641863	0.280497748	10.67293857	-0.162718125	-0.096876002	2.647525344
UG14_0037	0.78763372	0.722923142	13.53741253	1.496007115	1.395836524	11.34073029	2.206742864	1.092686744	1.843723145
UG14_0038	-0.015359546	-0.011222564	5.474474907	-0.226712314	-0.16391016	4.031725121	-0.688805439	-0.226727245	0.965443541
UG14_0042	0.062894445	0.0540841	9.758460133	-0.104940359	-0.076161929	4.076368829	-1.168426095	-0.578504458	1.843428485
UG14_0045	-0.316588004	-0.231762187	5.505337023	-0.597634829	-0.368009091	2.690627982	-1.323557123	-0.655051436	1.842106548
UG14_0047	-0.066553756	-0.05770847	10.12932098	0.422847024	0.381497663	9.347646624	1.099905941	0.544739715	1.844409098
UG14_0048	-0.168458322	-0.136319232	7.640818449	-0.588688724	-0.474599194	5.722611688	NA	NA	NA
UG14_0050	-0.315834694	-0.275384994	10.39154215	-0.494597005	-0.445721253	9.291089922	-0.177795779	-0.058508433	0.965095765
UG14_0051	-0.249996278	-0.222292445	11.42114485	-0.549607888	-0.504633455	10.29979268	1.823734715	0.903165929	1.844197556
UG14_0063	0.201225118	0.152520138	6.118041519	0.519426916	0.419688665	5.76910367	-0.660784842	-0.327263615	1.844440974
UG14_0068	0.219161188	0.194578555	11.33485882	0.1567677	0.142598128	9.770552416	-0.641482536	-0.381891232	2.647191444
UG14_0069	-0.094249198	-0.082777515	10.75303343	-0.482580095	-0.41054068	7.071171655	-1.353188103	-0.805505919	2.646610046
UG14_0071	0.825954768	0.756114505	13.33650398	1.740275718	1.627635313	11.51223709	0.233990675	0.139300587	2.647185475
UG14_0072	0.166570024	0.148081697	11.40974949	-0.288335891	-0.264624607	10.27369057	-0.905408045	-0.297879329	0.964776938
UG14_0073	-0.106329228	-0.09145414	9.767750402	-0.473887349	-0.431495629	9.825924043	-0.695721729	-0.414173993	2.647091752
